hadith-eng;reference;question #;question
I heard ‘Abdullah bin az-Zubair say: Do not let your women wear silk, for I heard `Umar narrate from the Prophet (ﷺ) that he said: `Whoever wears silk in this world will not wear it in the Hereafter.` And `Abdullah bin az-Zubair added his own words: And whoever does not wear it in the Hereafter will not enter Paradise. Allah says: “and their garments therein will be of silk` [Fatir 35:33].;Musnad Ahmad 251, Book 2, Hadith 165;question #2;How does wearing silk in this world affect one's attire in the Hereafter according to Islamic beliefs?
"`Umar passed by Talhah, and he narrated a similar report. He said: ‘Umar passed by Talhah and saw him looking worried. He said: Perhaps you are upset because your cousin was appointed (as caliph)? - referring to Abu Bakr. He said: No, but by Allah, I heard the Messenger of Allah (ﷺ) say: `I know a word which, if a man says it when he is dying, it will be light in the record of his deeds, or he will find comfort in it at the time of death.` ‘Umar said: I will tell you of it; it is the word that he wanted his paternal uncle to say, the testimony that there is no god but Allah. He said: It is as if a great burden has been lifted from me. He said: You are right. If he had known anything better that it, he would have instructed him to say it.";Musnad Ahmad 252, Book 2, Hadith 166;question #2;How does the testimony of faith provide comfort to a dying person according to Islamic teachings?
l did tawaf with `Umar bin al-Khattab, and when he was at the corner which is next to the door after the [Black] Stone, I took his hand in order to touch (the corner). He said. Didn`t you do tawaf with the Messenger of Allah (ﷺ)? I said: Yes. He said: Did you see him touch it? I said: No. He said: Then forget about it, for in the Messenger of Allah (ﷺ) you have a good example.;Musnad Ahmad 253, Book 2, Hadith 167;question #2;How should one approach religious rituals if there is no direct example from the Prophet Muhammad (ﷺ)?
"I was a Christian, then I became Muslim. I thought long and hard, and decided to enter ihram for Hajj and `Umrah. I passed by Salman bin Rabee`ah and Zaid bin Soohan in al-`Udhaib, and one of them said: Are you doing both of them? His companion said to him. Let him be; he is more misguided than his came! He [as-Subayy] said: It was as if my camel was on my shoulders [i.e., because he was so upset by their words]. I went to ‘Umar and told him about that. ‘Umar said to me: They did not say anything (that matters); you have been guided to the Sunnah of your Prophet (ﷺ).";Musnad Ahmad 254, Book 2, Hadith 168;question #2;How should one respond to criticism or doubt about their religious practices?
O Messenger of Allah (ﷺ), I vowed during the jahiliyyah to observe i’tikaf for one night in al-Masjid al-Haram. He said to him: “Fulfil your vow.”;Musnad Ahmad 255, Book 2, Hadith 169;question #2;How does Islam view vows made during the period of ignorance (jahiliyyah)?
I had recently converted from Christianity and I wanted to go for jihad or for Hajj, I went to a man of my people whose name was Hudaim, and asked him, and he told me to do Hajj, So I did qiran (Hajj and `Umrah together).;Musnad Ahmad 256, Book 2, Hadith 170;question #2;How does the concept of qiran relate to the performance of Hajj and 'Umrah?
The prayer when travelling is two rak`ahs, the prayer of [Eid] ul-Adha is two rak`ahs, the prayer of [Eid] ul-Fitr is two rak`ahs and the prayer of Jumu`ah is two rak`ahs, complete not shortened, as stated by Muhammad (ﷺ), Sufyan said: On one occasion Zubaid said: I think he was narrating it from ʼUmar. ‘Abdur-Rahman said: Without a doubt. Yazeed - i.e., bin Haroon bin Abi Laila - said: l heard `Umar.;Musnad Ahmad 257, Book 2, Hadith 171;question #2;How does the practice of shortening prayers differ when traveling compared to regular prayers?
He found a horse that he had given to someone (for jihad) for the sake of Allah being offered for sale in the marketplace, and he wanted to buy it. He asked the Prophet (ﷺ) [about that] and he told him not to do that and said: “Do not take back your charity.`;Musnad Ahmad 258, Book 2, Hadith 172;question #2;Why is it discouraged to take back a gift or charity once it has been given?
I saw `Umar with a leafless palm branch in his hand, and he was telling the people to sit down, saying: Listen to the words of the successor of the Messenger of Allah (ﷺ). A freed slave of Abu Bakr, whose name was Shadeed, brought the document and read it to the people, He said: Abu Bakr says: Listen to and obey what is in this document, for by Allah I am very sincere towards you, Qais said: And I saw `Umar after that on the minbar.;Musnad Ahmad 259, Book 2, Hadith 173;question #2;How does the concept of obedience to leaders manifest in Islamic teachings?
I asked Ibn `Abbas about nabeedh, and he said: The Messenger of Allah (ﷺ) forbade nabeedh made in earthenware jars and gourds, Then I met Ibn `Umar and asked him, and he told me - I think it was from ‘Umar - that the Prophet (ﷺ) forbade nabeedh made in earthenware jars and gourds. Sufyan was not sure, Then I met Ibn az-Zubair and asked him, and he said: The Messenger of Allah (ﷺ) forbade nabeedh made in earthenware jars and gourds.;Musnad Ahmad 260, Book 2, Hadith 174;question #2;Why might the Prophet Muhammad (ﷺ) have forbidden the use of earthenware jars and gourds for making nabeedh?
"`Umar bin al-Khattab was in al-Jabiyah and he mentioned the conquest of Baitul-Maqdis (Jerusalem). Then Abu Salamah said: Abu Sinan told me, from `Ubaid bin Adam that he said: I heard `Umar bin al-Khattab say to Ka`b: Where do you think I should pray? He said: It you listen to me, you will pray behind the rock and all of al-Quds (Jerusalem) will be in front of you. `Umar said: You are suggesting something similar to the Jewish way; rather I shall pray where the Messenger of Allah (ﷺ) prayed. He went forward to the qiblah and prayed, then he came and spread his upper garment and swept the place, collecting garbage in his upper garment, and the people swept it too.";Musnad Ahmad 261, Book 2, Hadith 175;question #2;How did Umar bin al-Khattab's actions reflect his adherence to the practices of the Prophet Muhammad (ﷺ)?
I asked the Messenger of Allah (ﷺ) about kalalah and he said: “The verse that was revealed in summer is sufficient for you.` He said: Had I asked the Messenger of Allah (ﷺ) about it, that would have been dearer to me than having red camels.;Musnad Ahmad 262, Book 2, Hadith 176;question #2;Why might someone value asking the Prophet (ﷺ) about a matter more than possessing valuable wealth?
He went to the Prophet (ﷺ) and said: Sometimes I become junub. He told him to wash his private parts and do wudoo’ as for prayer (i.e., then go to sleep, and do ghusl before Fajr).;Musnad Ahmad 263, Book 2, Hadith 177;question #2;What is the significance of performing wudoo’ before sleeping in a state of janabah?
I said to Ibn ‘Umar: is the deceased tormented because of the weeping of this living one? He said: ‘Umar narrated to me from the Messenger of Allah (ﷺ), and I did not lie when narrating from `Umar, and `Umar did not lie when narrating from the Messenger of Allah (ﷺ).;Musnad Ahmad 264, Book 2, Hadith 178;question #2;How does the concept of accountability for one's actions relate to the weeping of the living for the deceased?
"When Abu Bakr and I were with him, the Messenger of Allah (ﷺ) passed by `Abdullah bin Mas`ood, when he was reciting [in prayer]. He stood and listened to his recitation, then ‘Abdullah bowed and prostrated, and the Messenger of Allah (ﷺ) said: `Ask, you will be given; ask, you will be given.` Then the Messenger of Allah (ﷺ) went away and said: “Whoever would like to recite the Qur`an fresh as it was revealed, let him learn it from Ibn Umm `Abd,` Then I went at night to ‘Abdullah bin Mas`ood to tell him the good news of what the Messenger of Allah (ﷺ) had said, and when I knocked on the door - or he said: when he heard my voice - he said: What brings you here at this time? I said: I have come to tell you the glad tidings of what the Messenger of Allah (ﷺ) said. He said: Abu Bakr beat you to it. I said: If he did that, he is always ahead in doing righteous deeds. We never competed in doing good deeds but Abu Bakr beat us to it.";Musnad Ahmad 265, Book 2, Hadith 179;question #2;How does the Prophet Muhammad (ﷺ) encourage the learning and recitation of the Qur'an?
"When the people of Yemen came, ‘Umar started asking people in the group, Is there anyone among you from Qaran, until he came to [the tribe of Qaran] and said: Who are you? They said: Qaran. Umar’s reins - or Uwais`s reins - fell and one of them picked them up and gave them to the other. ‘Umar recognized him and said: What is your name? He said: I am Uwais, [ʼUmar] said: Do you have a mother? [Uwais] said: Yes. [ʻUmar] said: Did you have any whiteness [leprosy]? He said: Yes, but I prayed to Allah, may He be glorified and exalted, and He took it away, except for an area the size of a dirham near my navel, so that I would remember my Lord. ‘Umar said to him: Pray for forgiveness for me. He said: Rather you should pray for forgiveness for me; you are the Companion of the Messenger of Allah (ﷺ). ʼUmar (e.) said: I heard the Messenger of Allah (ﷺ) say: `The best of the Tabi`een will be a man called Uwais who has a mother, and he has some whiteness, then he prayed to Allah, may He be glorified and exalted, and He took it away, except for an area the size of a dirham near his navel.” So he prayed for forgiveness for him, then he disappeared in a group of people and no one knew where he ended up. Then he (Uwais) came to Koofah. We used to gather in a circle, remembering Allah, and he would sit with us, and when he spoke of Allah, his words would have an impact on us like that of no one else. And he quoted the hadeeth...It was narrated from Qais or Ibn Qais, a man from Ju`fi, from `Umar bin al-Khattab and he mentioned a Hadeeth similar to that of Affan.";Musnad Ahmad 266, 267, Book 2, Hadith 180;question #2;How did Uwais's prayer affect his condition of leprosy?
